"id","subject","predicate","object","language","datatype"
"149","http://xmlns.com/foaf/0.1/jabberID","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"150","http://xmlns.com/foaf/0.1/homepage","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2002/07/owl#Thing","",""
"151","http://xmlns.com/foaf/0.1/fundedBy","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","archaic","",""
"152","http://xmlns.com/foaf/0.1/accountServiceHomepage","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"153","http://xmlns.com/foaf/0.1/theme","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"154","http://xmlns.com/foaf/0.1/pastProject","http://www.w3.org/2000/01/rdf-schema#domain","http://xmlns.com/foaf/0.1/Person","",""
"155","http://xmlns.com/foaf/0.1/LabelProperty","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class","",""
"156","http://xmlns.com/foaf/0.1/Document","http://www.w3.org/2000/01/rdf-schema#label","Document","",""
"157","http://xmlns.com/foaf/0.1/accountName","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Literal","",""
"158","http://xmlns.com/foaf/0.1/workInfoHomepage","http://www.w3.org/2000/01/rdf-schema#label","work info homepage","",""
"159","http://xmlns.com/foaf/0.1/myersBriggs","http://www.w3.org/2000/01/rdf-schema#range","http://www.w3.org/2000/01/rdf-schema#Literal","",""
"160","http://xmlns.com/foaf/0.1/dnaChecksum","http://www.w3.org/2000/01/rdf-schema#label","DNA checksum","",""
"161","http://xmlns.com/foaf/0.1/myersBriggs","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"162","http://xmlns.com/foaf/0.1/Agent","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"163","http://xmlns.com/foaf/0.1/mbox_sha1sum","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"164","http://xmlns.com/foaf/0.1/fundedBy","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"165","http://xmlns.com/foaf/0.1/Image","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"166","http://xmlns.com/foaf/0.1/interest","http://www.w3.org/2000/01/rdf-schema#comment","A page about a topic of interest to this person.","",""
"167","http://xmlns.com/foaf/0.1/based_near","http://www.w3.org/2000/01/rdf-schema#domain","http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing","",""
"168","http://xmlns.com/foaf/0.1/surname","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","archaic","",""
"169","http://xmlns.com/foaf/0.1/topic_interest","http://www.w3.org/2000/01/rdf-schema#label","topic_interest","",""
"170","http://xmlns.com/foaf/0.1/sha1","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/1999/02/22-rdf-syntax-ns#Property","",""
"171","http://xmlns.com/foaf/0.1/accountName","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"172","http://xmlns.com/foaf/0.1/maker","http://www.w3.org/2002/07/owl#equivalentProperty","http://purl.org/dc/terms/creator","",""
"173","http://xmlns.com/foaf/0.1/schoolHomepage","http://www.w3.org/2000/01/rdf-schema#range","http://xmlns.com/foaf/0.1/Document","",""
"174","http://xmlns.com/foaf/0.1/Project","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#Class","",""
"175","http://xmlns.com/foaf/0.1/Image","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","stable","",""
"176","http://xmlns.com/foaf/0.1/givenname","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"177","http://xmlns.com/foaf/0.1/nick","http://www.w3.org/2000/01/rdf-schema#comment","A short informal nickname characterising an agent (includes login identifiers, IRC and other chat nicknames).","",""
"178","http://xmlns.com/foaf/0.1/OnlineChatAccount","http://www.w3.org/2000/01/rdf-schema#label","Online Chat Account","",""
"179","http://xmlns.com/foaf/0.1/homepage","http://www.w3.org/2000/01/rdf-schema#subPropertyOf","http://xmlns.com/foaf/0.1/isPrimaryTopicOf","",""
"180","http://xmlns.com/foaf/0.1/age","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#DatatypeProperty","",""
"181","http://xmlns.com/foaf/0.1/membershipClass","http://www.w3.org/2000/01/rdf-schema#comment","Indicates the class of individuals that are a member of a Group","",""
"182","http://xmlns.com/foaf/0.1/LabelProperty","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2000/01/rdf-schema#Class","",""
"183","http://xmlns.com/foaf/0.1/maker","http://www.w3.org/2002/07/owl#inverseOf","http://xmlns.com/foaf/0.1/made","",""
"184","http://xmlns.com/foaf/0.1/lastName","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"185","http://xmlns.com/foaf/0.1/phone","http://www.w3.org/2000/01/rdf-schema#comment","A phone,  specified using fully qualified tel: URI scheme (refs: http://www.w3.org/Addressing/schemes.html#tel).","",""
"186","http://xmlns.com/foaf/0.1/depiction","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://www.w3.org/2002/07/owl#ObjectProperty","",""
"187","http://xmlns.com/foaf/0.1/topic","http://www.w3.org/2002/07/owl#inverseOf","http://xmlns.com/foaf/0.1/page","",""
"188","http://xmlns.com/foaf/0.1/account","http://www.w3.org/2003/06/sw-vocab-status/ns#term_status","testing","",""
"189","http://xmlns.com/foaf/0.1/title","http://www.w3.org/2000/01/rdf-schema#isDefinedBy","http://xmlns.com/foaf/0.1/","",""
"190","http://xmlns.com/foaf/0.1/Organization","http://www.w3.org/2002/07/owl#disjointWith","http://xmlns.com/foaf/0.1/Document","",""
